id,title,url,organisation,Wikidata Q number,Wikidata urls,format,date,is_alive,type1,type2,additional,description,Extracted_Locations,postcode
143830,Danse McCabre,https://dansemccabre.com/,Danse McCabre,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish ceilidh band.,,
143831,Borders Ceilidh Band,https://www.bordersceilidhband.co.uk/,Borders Ceilidh Band,,,website,06/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish ceilidh band.,,
143832,Cruise Wedding Band,https://www.cruiseweddingband.co.uk/,Cruise Wedding Band,,,website,06/07/2021,False,Music,MUSIC : FUNCTION BAND,,Site of a Scottish function band.,,
143835,Greater Lanarkshire Auricular Research Council (GLARC),https://glarc.net/,Greater Lanarkshire Auricular Research Council (GLARC),,,website,06/07/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish music production and record company.,,
143837,Caucasian Male,http://caucasianmale.co.uk/,Caucasian Male,,,website,06/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
143839,Blue Ice Band,https://sites.google.com/site/blueiceband/,Blue Ice Band,,,website,06/07/2021,True,Music,MUSIC : FUNCTION BAND,,Site of a Scottish pop covers band.,,
143840,Ebb and Flow Wedding & Event Duo,https://www.ebbandflowduo.co.uk/,Ebb and Flow Wedding & Event Duo,,,website,06/07/2021,True,Music,MUSIC : FUNCTION BAND,,Site of a Scottish function band.,,
141896,Colon Open Bracket,http://colonopenbracket.co.uk/,Colon Open Bracket,,,website,12/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141897,"Birthday Suit, The",http://thebirthdaysuit.co.uk/,The Birthday Suit,Q7718149,https://www.wikidata.org/wiki/Q7718149,website,12/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141898,Shitdisco,http://www.shitdisco.co.uk/,Shitdisco,Q2633283,https://www.wikidata.org/wiki/Q2633283,website,12/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electonic music group.,,
141899,Hip Parade,http://www.hipparade.co.uk/,Hip Parade,Q3135803,https://www.wikidata.org/wiki/Q3135803,website,12/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop music group.,,
141901,Miniature Dinosaurs,http://www.miniaturedinosaurs.co.uk/,Miniature Dinosaurs,Q6865133,https://www.wikidata.org/wiki/Q6865133,website,12/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop / rock music group.,,
141902,XSM / Ex-Simple Minds,http://exsimplemind.com/,XSM / Ex-Simple Minds,,,website,12/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141903,"Fakes, The",http://thefakes.scot/,The Fakes,,,website,12/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141904,Paul Quinn,https://paulquinn1.godaddysites.com/,Paul Quinn,,,website,12/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish musician.,,
141905,Kevin McDermott Orchestra,https://www.kevinmcdermottorchestra.co.uk/,Kevin McDermott,,,website,12/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141965,"Leg, The",http://www.ihatetheleg.co.uk/,The Leg,,,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141966,Superhero (band),http://www.superhero.org.uk/,Superhero,Q3504665,https://www.wikidata.org/wiki/Q3504665,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141967,"Amorettes, The",http://www.theamorettes.com/,The Amorettes,Q19946086,https://www.wikidata.org/wiki/Q19946086,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141968,"Poets, The",http://www.the-poets.co.uk/,The Poets,,,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141969,Spare Snare,http://www.wearethesnare.com/,Spare Snare,Q3492690,https://www.wikidata.org/wiki/Q3492690,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141970,Nazareth (band),https://www.nazarethdirect.co.uk/,Nazareth,,,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141971,"Almighty, The (band)",https://www.thealmighty.co.uk/,The Almighty,Q447908,https://www.wikidata.org/wiki/Q447908,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141972,Makethisrelate,https://makethisrelate.wordpress.com/,Makethisrelate,Q6739325,https://www.wikidata.org/wiki/Q6739325,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141973,"Martians, The",http://themartiansband.blogspot.com/,The Martians,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141974,"Phantom Band, The",http://www.phantomband.co.uk/,The Phantom Band,Q2413440,https://www.wikidata.org/wiki/Q2413440,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141975,RememberRemember,http://rememberrememberband.blogspot.com/,Remember Remember,Q16931808,https://www.wikidata.org/wiki/Q16931808,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141976,Swimmer One,http://www.swimmerone.co.uk/,Swimmer One,Q17020909,https://www.wikidata.org/wiki/Q17020909,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141977,Average White Band,https://www.averagewhiteband.com/,Average White Band,Q583556,https://www.wikidata.org/wiki/Q583556,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop music group.,,
141978,Baby Chaos,https://www.babychaos.com/,Baby Chaos,Q2878016,https://www.wikidata.org/wiki/Q2878016,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141979,"Band Called Quinn, A",https://www.abandcalledquinn.com/,A Band Called Quinn,Q4655345,https://www.wikidata.org/wiki/Q4655345,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141980,Bay City Rollers,https://www.thebaycityrollers.co.uk/,Bay City Rollers,Q812073,https://www.wikidata.org/wiki/Q812073,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop music group.,,
141981,Beggars Opera (band),https://www.beggarsopera.co.uk/,Ricky Gardiner Songs,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish progressive rock music group.,,
141982,Bleed from Within,https://www.bleedfromwithin.com/,Bleed From Within,Q883441,https://www.wikidata.org/wiki/Q883441,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141983,Coast,https://www.coast.band/,Coast,,,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141984,Colonel Mustard and the Dijon 5,https://www.colonelmustarddijon5.com/,Colonel Mustard and the Dijon 5,Q65090841,https://www.wikidata.org/wiki/Q65090841,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141985,Dancing On Tables,https://www.dancingontables.co.uk/,Dancing On Tables,Q55608939,https://www.wikidata.org/wiki/Q55608939,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop / rock music group.,,
141986,Dog Faced Hermans on Bandcamp,https://dogfacedhermans.bandcamp.com/,Dog Faced Hermans,Q5288181,https://www.wikidata.org/wiki/Q5288181,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141987,Dream Disciples on Bandcamp,https://dreamdisciples.bandcamp.com/,Dream Disciples,Q4037606,https://www.wikidata.org/wiki/Q4037606,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141988,Fatherson,https://fathersonband.com/,Fatherson,Q18145757,https://www.wikidata.org/wiki/Q18145757,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141989,Final Program (musical group),http://voltagecontrol.weebly.com/,Final Program,Q28442825,https://www.wikidata.org/wiki/Q28442825,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electonic music group.,,
141991,"Fratellis, The",https://www.thefratellis.com/,The Fratellis,Q1127565,https://www.wikidata.org/wiki/Q1127565,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141992,Friends Again (band),https://www.friendsagain.co.uk/,Friends Again,Q5504155,https://www.wikidata.org/wiki/Q5504155,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
141994,"Gothenburg Address, The on Bandcamp",https://thegothenburgaddress.bandcamp.com/,The Gothenburg Address,Q7737391,https://www.wikidata.org/wiki/Q7737391,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141996,Gun (band),https://www.gunofficial.co.uk/,Gun,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141998,"Hedrons, The",https://www.tippimusic.com/,The Hedrons,Q7739296,https://www.wikidata.org/wiki/Q7739296,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
141999,Hellripper,https://www.hellripper.com/,Hellripper,Q105359505,https://www.wikidata.org/wiki/Q105359505,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142000,"Jasmine Minks, The on Bandcamp",https://thejasmineminks.bandcamp.com/,The Jasmine Minks,Q7743009,https://www.wikidata.org/wiki/Q7743009,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
142001,Keser,http://keser.co.uk/,Keser,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electonic music group.,,
142003,Kid Canaveral,https://www.kidcanaveral.com/,Kid Canaveral,Q14159346,https://www.wikidata.org/wiki/Q14159346,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142005,"LaFontaines, The",http://www.thelafontaines.co.uk/,The LaFontaines,Q19585873,https://www.wikidata.org/wiki/Q19585873,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142006,"Last Battle, The on Bandcamp",https://thelastbattlemusic.bandcamp.com/,The Last Battle,Q17021448,https://www.wikidata.org/wiki/Q17021448,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish folk rock music group.,,
142008,Little Eye (band),http://littleeyeband.com/,Little Eye,Q16237907,https://www.wikidata.org/wiki/Q16237907,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop / rock music group.,,
142010,Man of Moon,http://www.manofmoon.net/,Man of Moon,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electonic music group.,,
142011,Metaltech,https://frog51.wixsite.com/metaltech/,Metaltech,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142012,Middle of the Road,http://www.motrband.com/,Middle of the Road,Q787667,https://www.wikidata.org/wiki/Q787667,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop music group.,,
142013,Modern Studies,https://modernstudiestheband.com/,Modern Studies,Q96393620,https://www.wikidata.org/wiki/Q96393620,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop music group.,,
142014,"Orchids, The",https://www.theorchids.net/,The Orchids,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
142015,Red Hot Chilli Pipers,https://rhcp.scot/,Red Hot Chilli Pipers,Q2095272,https://www.wikidata.org/wiki/Q2095272,website,13/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional music group.,,
142016,Roddy Hart & The Lonesome Fire,https://rhlf.co.uk/,Roddy Hart & The Lonesome Fire,Q17146114,https://www.wikidata.org/wiki/Q17146114,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142017,"Silencers, The",https://www.thesilencersmusic.com/,The Silencers,Q495973,https://www.wikidata.org/wiki/Q495973,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142018,Skerryvore (band),https://skerryvore.com/,Skerryvore,Q12400531,https://www.wikidata.org/wiki/Q12400531,website,13/07/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish folk rock music group.,,
142019,Snowgoose,https://www.snowgoose.me.uk/,Snowgoose,Q7548644,https://www.wikidata.org/wiki/Q7548644,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish folk rock music group.,,
142020,"Snuts, The",https://shop.thesnuts.co.uk/,The Snuts,Q104828360,https://www.wikidata.org/wiki/Q104828360,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
142021,Song of Return,https://songofreturn.bandcamp.com/,Song of Return,Q7561141,https://www.wikidata.org/wiki/Q7561141,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142022,"Temperance Movement, The",https://thetemperancemovement.com/,The Temperance Movement,Q14957024,https://www.wikidata.org/wiki/Q14957024,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish blues music group.,,
142023,Trashcan Sinatras,https://www.trashcansinatras.com/,Trashcan Sinatras,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop / rock music group.,,
142024,Twin Atlantic,http://twinatlantic.com/,Twin Atlantic,Q2365012,https://www.wikidata.org/wiki/Q2365012,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142025,Union of Knives,https://www.unionofknives.com/,Union of Knives,Q3399721,https://www.wikidata.org/wiki/Q3399721,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electonic music group.,,
142026,Vistas,https://vistasmusic.com/,Vistas,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142027,Vukovi,http://www.vukovi.co.uk/,Vukovi,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142028,Wolfstone,https://wolfstone.co.uk/,Wolfstone,Q2257155,https://www.wikidata.org/wiki/Q2257155,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish Celtic rock music group.,,
142029,Young Aviators on Bandcamp,https://youngaviators.bandcamp.com/,Young Aviators,Q19586416,https://www.wikidata.org/wiki/Q19586416,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142030,"Zephyrs, The",https://www.thezephyrs.com/,The Zephyrs,Q3990151,https://www.wikidata.org/wiki/Q3990151,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142062,"Kazoo Funk Orchestra, The",http://kazoofunkorchestra.co.uk/,The Kazoo Funk Orchestra,Q7744021,https://www.wikidata.org/wiki/Q7744021,website,13/07/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
142063,"Aliens, The",http://www.thealiens.co.uk/,The Aliens,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
142064,"Blimp, The",http://theblimp.band/,The Blimp,Q7718585,https://www.wikidata.org/wiki/Q7718585,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock music group.,,
142065,Balaam and the Angel,http://www.balaamandtheangel.com/,Balaam and the Angel,Q4849715,https://www.wikidata.org/wiki/Q4849715,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
142066,"Filthy Tongues, The",http://www.filthytongues.com/,The Filthy Tongues,,,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
142067,Jazzateers,http://www.jazzateers.com/,Jazzateers,Q16849854,https://www.wikidata.org/wiki/Q16849854,website,13/07/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative music group.,,
